Wall time,Step,Value
1693459841.8479702,0,1.8700330257415771
1693459935.2668908,1,1.555489420890808
1693460026.421847,2,1.3408026695251465
1693460120.0430837,3,1.2050752639770508
1693460210.056377,4,1.1162441968917847
1693460300.663755,5,1.026780128479004
1693460391.440052,6,0.9389528036117554
1693460484.3313434,7,0.8957666754722595
1693460572.9649348,8,0.8432998657226562
1693460666.0637136,9,0.8108882904052734
1693460763.0985374,10,0.7806969285011292
1693460860.6099684,11,0.7498526573181152
1693460957.2099314,12,0.7254979610443115
1693461053.38809,13,0.7039709687232971
1693461145.75721,14,0.6746217608451843
1693461240.1326108,15,0.6579403281211853
1693461335.5711668,16,0.6457061767578125
1693461433.6143618,17,0.6220260262489319
1693461531.2703888,18,0.6200765371322632
1693461628.354495,19,0.5901355147361755
1693461726.096938,20,0.5876591801643372
1693461823.5387478,21,0.5806827545166016
1693461921.1483147,22,0.5560303330421448
1693462017.1920784,23,0.5425994396209717
1693462114.0542684,24,0.5320581793785095
1693462210.0244784,25,0.5279832482337952
1693462307.083258,26,0.5225027203559875
1693462404.1992612,27,0.508405864238739
1693462498.3418343,28,0.5041071772575378
1693462591.396587,29,0.5001441240310669
1693462684.3982365,30,0.4262785017490387
1693462776.1241958,31,0.3967943489551544
1693462870.304687,32,0.38613513112068176
1693462961.2896845,33,0.3755350410938263
1693463057.1872268,34,0.3695042133331299
1693463156.9062343,35,0.36968737840652466
1693463253.6173124,36,0.3581621050834656
1693463352.4318855,37,0.3643608093261719
1693463446.4496539,38,0.35941678285598755
1693463539.3670208,39,0.350675106048584
1693463630.1053042,40,0.34496280550956726
1693463720.4446673,41,0.34829312562942505
1693463809.9311516,42,0.3498567044734955
1693463900.0213308,43,0.3497348129749298
1693463996.3222113,44,0.3427314758300781
1693464094.1184578,45,0.34325388073921204
1693464188.4528067,46,0.3392915427684784
1693464285.1697097,47,0.3403351902961731
1693464378.5777404,48,0.33798307180404663
1693464475.669064,49,0.33392688632011414
1693464566.6311111,50,0.3284186124801636
1693464653.291128,51,0.3355170488357544
1693464739.7962844,52,0.3232530653476715
1693464831.2849495,53,0.33025386929512024
1693464922.949261,54,0.3240964412689209
1693465014.5865111,55,0.32265910506248474
1693465106.4475906,56,0.32129180431365967
1693465198.6351078,57,0.33277302980422974
1693465291.51601,58,0.3224358558654785
1693465385.269394,59,0.3229876756668091
1693465478.2906044,60,0.30519598722457886
1693465571.262548,61,0.296247661113739
1693465663.2178686,62,0.30417442321777344
1693465755.3204112,63,0.3021886944770813
1693465845.394221,64,0.3040173351764679
1693465934.8215609,65,0.29774489998817444
1693466027.0398035,66,0.30728065967559814
1693466119.8018086,67,0.305625319480896
1693466212.0972068,68,0.3009573221206665
1693466303.4997652,69,0.3011641502380371
1693466399.756724,70,0.3011210560798645
1693466492.2406762,71,0.31017687916755676
1693466583.754841,72,0.30090412497520447
1693466677.6053562,73,0.29632827639579773
1693466764.1516416,74,0.29420530796051025
1693466850.6007915,75,0.3028828799724579
1693466937.0374336,76,0.29946956038475037
1693467023.4337444,77,0.29418691992759705
1693467110.9704409,78,0.2903177738189697
1693467204.543356,79,0.29401320219039917
1693467291.0960362,80,0.29021844267845154
1693467377.8904927,81,0.29840901494026184
1693467465.3757863,82,0.3002367615699768
1693467557.0536838,83,0.29689282178878784
1693467650.2214181,84,0.29019999504089355
1693467749.6889627,85,0.29689544439315796
1693467838.209185,86,0.2977658212184906
1693467925.6857994,87,0.30133840441703796
1693468017.405215,88,0.28698065876960754
1693468106.8312469,89,0.2889646887779236
