Wall time,Step,Value
1693448433.3582277,0,0.3279012441635132
1693448516.005354,1,0.4437979459762573
1693448597.2788205,2,0.521867036819458
1693448681.8122997,3,0.5764865875244141
1693448770.245715,4,0.6100743412971497
1693448857.8532841,5,0.642659068107605
1693448946.6477475,6,0.6731138229370117
1693449031.0560658,7,0.6893742084503174
1693449120.0545478,8,0.7057064771652222
1693449219.8224735,9,0.7169437408447266
1693449318.1454542,10,0.7279132604598999
1693449415.991473,11,0.7392623424530029
1693449514.142008,12,0.7482616901397705
1693449604.8012846,13,0.7560662031173706
1693449701.068106,14,0.7665761113166809
1693449800.0132968,15,0.771007776260376
1693449898.8523827,16,0.7763187289237976
1693449991.9075744,17,0.7851622700691223
1693450086.3567214,18,0.7874879837036133
1693450179.8149734,19,0.7958239912986755
1693450276.0394983,20,0.7968949675559998
1693450373.079287,21,0.7989450693130493
1693450469.4149475,22,0.8070292472839355
1693450565.3356583,23,0.811680793762207
1693450663.8327181,24,0.8148057460784912
1693450759.8367739,25,0.817251443862915
1693450852.4117036,26,0.8167838454246521
1693450942.8936913,27,0.8255395293235779
1693451029.7976108,28,0.8269860744476318
1693451119.7599156,29,0.8273897171020508
1693451208.2363079,30,0.8534207344055176
1693451297.7065573,31,0.8652293682098389
1693451393.994665,32,0.8677549362182617
1693451490.8835087,33,0.8701567053794861
1693451582.049258,34,0.8738610744476318
1693451675.4066122,35,0.8725144267082214
1693451768.8869967,36,0.8756673336029053
1693451861.827606,37,0.8750439286231995
1693451956.5696929,38,0.8757832050323486
1693452054.441585,39,0.8794517517089844
1693452150.6561887,40,0.8814658522605896
1693452247.7506306,41,0.8801910281181335
1693452339.5652125,42,0.8782448768615723
1693452432.0974028,43,0.8793478608131409
1693452525.9075322,44,0.881321907043457
1693452622.8149283,45,0.8830322623252869
1693452713.2600925,46,0.8813738822937012
1693452804.2045195,47,0.8832321166992188
1693452899.0146115,48,0.8832840919494629
1693452992.5753438,49,0.8850064277648926
1693453085.653982,50,0.8883072137832642
1693453180.5110455,51,0.8857856392860413
1693453272.2465887,52,0.8887147903442383
1693453364.4585297,53,0.8859854936599731
1693453453.2825463,54,0.8885509967803955
1693453547.8729632,55,0.8876478672027588
1693453646.0915484,56,0.8894461393356323
1693453742.7930412,57,0.8850224018096924
1693453840.7125528,58,0.8884750604629517
1693453932.4652262,59,0.8880435228347778
1693454016.7621615,60,0.8941975831985474
1693454100.5092232,61,0.89776611328125
1693454182.729099,62,0.8937859535217285
1693454270.0988922,63,0.8968430161476135
1693454355.6459115,64,0.8944293260574341
1693454449.8244658,65,0.897554337978363
1693454547.8306537,66,0.8937340378761292
1693454646.8592281,67,0.8949128985404968
1693454743.710394,68,0.8957800269126892
1693454840.3617518,69,0.8955562710762024
1693454936.4559574,70,0.8972386717796326
1693455032.512893,71,0.8945292234420776
1693455127.7531838,72,0.8979659080505371
1693455214.2949507,73,0.8969589471817017
1693455299.8918386,74,0.8986493349075317
1693455388.1805491,75,0.8964633941650391
1693455487.0751946,76,0.8975862860679626
1693455584.2048297,77,0.8990329504013062
1693455681.968545,78,0.9003636240959167
1693455778.409269,79,0.8993046283721924
1693455874.4884348,80,0.9001558423042297
1693455974.6727498,81,0.8965792655944824
1693456064.0840282,82,0.8972786068916321
1693456156.5296297,83,0.8982056975364685
1693456240.9544659,84,0.9010070562362671
1693456334.5760155,85,0.8990889191627502
1693456428.368853,86,0.8965792655944824
1693456524.1403306,87,0.896263599395752
1693456620.0981183,88,0.9029931426048279
1693456716.6050475,89,0.9002677798271179
